0.0,0.289
0.5,0.0
1.0,0.039
1.5,0.084
2.0,0.094
2.5,0.078
3.0,0.071
3.5,0.046
4.0,0.04
4.5,0.028
5.0,0.058
5.5,0.016
6.0,0.026
6.5,0.018
7.0,0.016
7.5,0.026
8.0,0.016
8.5,0.009
9.0,0.013
9.5,0.005
10.0,0.012
10.5,0.002
11.0,0.004
11.5,0.002
12.0,0.001
12.5,0.001
13.5,0.001
14.0,0.0
14.5,0.001
15.0,0.001
16.0,0.001
17.5,0.001
20.0,0.0
